42562446,Stephen Curry,StephenCurry30, GSW
53853197,Chris Paul,CP3, HOU
23083404,LeBron James,KingJames, LAL
35982046,Russell Westbrook,russwest44, OKC
34430522,Blake Griffin,blakegriffin23, DET
46704247,Gordon Hayward,gordonhayward, BOS
28066436,Kyle Lowry,Klow7, TOR
53643297,Paul George,Yg_Trece, OKC
59297233,Mike Conley,mconley11, MEM
50811932,James Harden,JHarden13, HOU
