114836738,none,Matt_Barnes22, SAC
1351942644,none,the2kferguson, OKC
166304850,none,Casspi18, MEM
608751926,none,GraysonJAllen, UTA
424609982,none,_bigjayy_, BRK
133881972,none,ShelvinMack, MEM
72475439,none,isaiahthomas, DEN
246106352,none,spencerhawes00, MIL
2152586813,none,G_P_06, SAC
213455037,none,TCraig_23, DEN
761925940733542400,none,CmoHutchison, CHI
330590874,none,OAnunoby, TOR
2577244423,none,ShabazzNapier, BRK
549582941,none,ZellerTyler, MIL
372525649,none,VAREJAOANDERSON, POR
2192796170,none,The_4th_Holiday, IND
1097103324,none,Tyler_Lydon14, DEN
160574703,none,l8show_thegoat, MIL
540983379,none,HenryEllenson13, DET
236155682,none,AnferneeSimons, POR
74856177,none,Mbeasy5, DEN
542457164,none,moritz_weasley, LAL
233414838,none,NerlensNoel3, OKC
155782494,none,MCW1, HOU
611420352,none,calebswanigan50, POR
851651556,none,FurkanKorkmaz, PHI
105305397,none,IanClark, NOP
241692721,none,landryshamet, PHI
2623831606,none,CarisLeVert, BRK
1330173709,none,Jonahbolden43, PHI
272616327,none,kylekuzma, LAL
1563943224,none,ToBrad1, UTA
100874855,none,Dwhite921, SAS
131196213,none,Marshon2, MEM
368148234,none,SDinwiddie_25, BRK
318095329,none,joshhart, LAL
69610339,none,robbiewilliams, BOS
1636579147,none,JacobEvans_1, GSW
347265384,none,PlanetPat5, MIL
320587599,none,fearthefro95, ATL
3752265389,none,DzananM13, BRK
348257918,none,NStauskas11, POR
143140326,none,JamesDa_Truth, HOU
300650691,none,bigshin32, NYK
392875860,none,RODIONS1, BRK
151284668,none,Rich_Holmes22, PHO
1947772669,none,TJMcConnell, PHI
40805394,none,Loon_Rebel5, GSW
2581222654,none,50Mejri, DAL
1546561830,none,pskills43, TOR
1005789476,none,DejounteMurray, SAS
520135756,none,OneBigHaitian, SAC
725731259612196864,none,Deyonta_Davis21, SAC
290403864,none,The_Fourth_Wade, POR
560500094,none,JLayman10, POR
3226630966,none,timcabs, OKC
1470950540,none,cheick_diallo13, NOP
53051137,none,JeffFischel, MIL
1468865215,none,RodneyMcGruder, MIA
187036173,none,WayneSeldenJr, MEM
3081680043,none,ivicazubac, LAL
64495435,none,QCook323, GSW
1684946220,none,dameology, GSW
2206332702,none,lifeofnanu_32, DAL
3613501949,none,doefinney_10, DAL
325164911,none,willyhg94, CHO
314907287,none,DrewRoc5, MEM
234608321,none,GeorgesNiang20, UTA
841707474365341696,none,21_djones, MIA
3027199236,none,Zo_Brown, TOR
1144210387,none,NoahVonleh, NYK
164109237,none,troywilliams_, NOP
4759046009,none,23savage____, NYK
247145870,none,1jordanbell, GSW
2218539384,none,FWJackson15, NOP
777296457980260353,none,nolimittb31, WAS
612872798,none,FrankMason0, SAC
369682039,none,ClutchREED_5, PHO
190885289,none,_Iwundu25, ORL
3228860910,none,AbdelNader2, OKC
2895135060,none,wholeteamDot, NYK
2332431056,none,SterlingKBrown, MIL
367771939,none,dillonbrooks24, MEM
204753611,none,DakariJohnson, MEM
139261080,none,YoungIvee, MEM
388624011,none,j3vans1_, LAC
337538661,none,Sin_City_803, LAC
1036611949,none,IkePostrs_, IND
888161623155896321,none,MaxiKleber, DAL
522521413,none,BaconDwayne1000, CHO
137583689,none,semi, BOS
4044682379,none,dtheis10, BOS
454490002,none,TDORSEY_1, ATL
289953159,none,ShaqHarrison_3, PHO
289760136,none,BucketsONeale00, UTA
863060809727062019,none,officialzhouqi, HOU
235988587,none,MonteMorris11, DEN
381217568,none,blakeney96, CHI
927335367736528896,none,Jabari_Bird, BOS
961240824,none,RyArch15, CHI
92818443,none,ShabazzMuhammad, MIN
912318708734922754,none,ElieOkobo_0, PHO
1463892300,none,jalenbrunson1, DAL
310060689,none,melvinjrrr, ORL
141348806,none,Justin__41, TOR
133881972,none,ShelvinMack, ORL
991756067938840577,none,Devonte4Graham, CHO
17551272,none,jtthekid, GSW
1306089967,none,gtrentjr, POR
2513781202,none,hamidoudiallo, OKC
561653498,none,KBD_33, MIN
1011647002776670209,none,nextlevel_03, MEM
362258536,none,BruceBrown11, DET
320758559,none,JVando, DEN
770758806355660800,none,Khyri_2, DET
524890156,none,AlizeJohnson, IND
3855639340,none,Ipjh55, HOU
535992855,none,RBroekhoff45, DAL
187332522,none,phillybul_22, BOS
444357023,none,williamskenrich, NOP
101873539,none,JoelBerryII, LAL
95556133,none,MartellWebster, WAS
134650548,none,colea45, MIN
156956602,none,cabezadelfino, LAC
146597870,none,realtuffjuice, SAC
341567459,none,festus, POR
40779444,none,Quietstorm_32, ORL
2511364332,none,mraduljica, LAC
164109237,none,troywilliams_, HOU
205542307,none,D_Jay11, BOS
