42562446,132752344
42562446,1636579147
42562446,64495435
42562446,166304850
42562446,267425142
42562446,92903456
42562446,419181069
42562446,2412019869
42562446,1496917872
42562446,72475439
42562446,247145870
42562446,139261080
42562446,105305397
42562446,24838521
42562446,29360150
42562446,1684946220
42562446,4890418741
42562446,17551272
42562446,311623066
42562446,40805394
42562446,53643297
42562446,1318989560
42562446,1601532284
42562446,454490002
42562446,1703636814
42562446,2279776304
42562446,131196213
42562446,368148234
42562446,31451582
42562446,257699456
42562446,249001367
42562446,270689028
42562446,348257918
42562446,205415788
42562446,16812787
42562446,223712642
42562446,59297233
42562446,904369669
42562446,377723724
42562446,29356531
42562446,555393138
42562446,116485600
42562446,341567459
42562446,349719397
42562446,91133460
42562446,317370751
42562446,28066436
42562446,217160945
42562446,46704247
42562446,363365354
42562446,42384760
42562446,270044966
42562446,34430522
42562446,331283041
42562446,133881972
42562446,58667088
42562446,232049361
42562446,47506568
42562446,23083404
42562446,16125042
42562446,38026892
42562446,132389474
42562446,176326208
42562446,17980124
42562446,170424259
42562446,35982046
42562446,54438929
42562446,113483838
42562446,35936474
42562446,50811932
42562446,37367041
42562446,40779444
42562446,53853197
42562446,43658360
42562446,39676694
53853197,38026892
53853197,488026266
53853197,1596720342
53853197,311623066
53853197,372618047
53853197,253527338
53853197,388624011
53853197,393722870
53853197,1463892300
53853197,331283041
53853197,54780126
53853197,87874905
53853197,262470158
53853197,195450194
53853197,217160945
53853197,317370751
53853197,53643297
53853197,92903456
53853197,529603839
53853197,159113258
53853197,86651903
53853197,363365354
53853197,146597870
53853197,156521166
53853197,50811932
53853197,377723724
53853197,349719397
53853197,270044966
53853197,331813832
53853197,66816759
53853197,162749920
53853197,34430522
53853197,28066436
53853197,223712642
53853197,91225009
53853197,88890284
53853197,42384760
53853197,69500255
53853197,23083404
53853197,64495435
53853197,153307097
53853197,98576365
53853197,132389474
53853197,114836738
53853197,35982046
53853197,79758113
53853197,47506568
53853197,76809678
53853197,72475439
53853197,54438929
53853197,39676694
53853197,16125042
53853197,42562446
53853197,35936474
53853197,17980124
53853197,16812787
53853197,37367041
23083404,164557288
23083404,909102066
23083404,318095329
23083404,272616327
23083404,1063034450
23083404,59297233
23083404,188621689
23083404,267425142
23083404,349719397
23083404,53643297
23083404,217160945
23083404,377723724
23083404,50811932
23083404,66816759
23083404,159113258
23083404,317370751
23083404,195450194
23083404,34430522
23083404,98576365
23083404,42562446
23083404,37367041
23083404,35982046
23083404,42384760
23083404,132389474
23083404,35936474
23083404,53853197
35982046,165152266
35982046,73058561
35982046,326985786
35982046,87874905
35982046,96706848
35982046,302111485
35982046,1253284927
35982046,80480330
35982046,85617701
35982046,59297233
35982046,180990505
35982046,331283041
35982046,349719397
35982046,267425142
35982046,270689028
35982046,317370751
35982046,612792060
35982046,303465692
35982046,159113258
35982046,331813832
35982046,134653235
35982046,25252511
35982046,372439064
35982046,309516587
35982046,24838521
35982046,39676694
35982046,299242570
35982046,160574703
35982046,377723724
35982046,86651903
35982046,266819783
35982046,66816759
35982046,186726223
35982046,92818443
35982046,363365354
35982046,78193153
35982046,133881972
35982046,53643297
35982046,226257592
35982046,98576365
35982046,130939593
35982046,41861751
35982046,69500255
35982046,132389474
35982046,232049361
35982046,248829112
35982046,217160945
35982046,223712642
35982046,17980124
35982046,16125042
35982046,42384760
